worst-3,0.001,2,0.000112,3
worst-4,0.001,2,0.0001473,4
worst-5,0.001,2,0.0002139,5
worst-6,0.001,2,0.0003791,6
worst-7,0.002,2,0.0004659,7
worst-8,0.005,2,0.0010322,8
worst-9,0.011,2,0.0132746,9
worst-10,0.063,2,0.00422,10
worst-11,0.222,2,0.009884,11
worst-12,0.936,2,0.0217586,12
worst-13,2.602,2,0.0478691,13
worst-14,12.227,2,0.10408,14
worst-15,56.141,2,0.2005791,15
worst-16,230.723,2,0.4379825,16
worst-17,1050.842,2,0.873031,17
worst-18,4051.983,2,1.8948788,18
